Word,Count
indispensable,1
using,9
lowly,1
request,1
proposals,1
advance,2
public_value,4
submission,1
par,2
practically,2
speaking,2
business,7
lobbying,4
european_union,23
david,1
coen,1
alexander,1
katsaitis,1
matia,1
vannoni,1
privatization,2
everything,1
plunder,1
goods,2
transformed,1
america,4
fight,2
back,4
donald,1
cohen,1
allen,1
mikaelian,1
resilience,20
management,25
nonprofit,9
organizations,17
paradigm,3
dennis,1
r,1
young,3
elizabeth,2
searing,1
cheltenham,5
northampton,1
edward,6
elgar,7
risk,14
role,40
collective,4
cognition,1
louise,1
comfort,1
mary,1
lee,1
rhodes,1
london,6
advancing,5
open,3
access,7
public_service_motivation_and,1
public_sector,29
employment,15
korea,3
effectiveness,12
equity,11
tradeoff,1
resources,9
decline,1
environmental_policy,2
implementation,12
u,17
states,10
public_values,5
sector,30
service,35
delivery,10
preferences,8
contracting,3
simple,2
human,9
services,15
de,4
centering,1
whiteness,1
community,10
dialogues,1
safety,4
problems,7
solutions,4
citizens,25
want,5
see,1
relationship,14
transparency,8
affordances,1
agile,1
much,1
damage,1
politicized,1
lessons,9
invitation,1
country,7
studies,5
review,17
introduction,11
introducing,7
vision,2
plans,2
feminism,1
catherine,1
ignazio,1
lauren,1
f,1
klein,1
cambridge,12
mit,1
political,32
corruption,4
internal,5
enemy,2
institutions,9
emanuela,1
ceva,1
maria,1
paola,1
ferretti,1
issues,4
public_policy,8
administration,6
malaysia,1
institutional_analysis,1
abdillah,1
noh,1
nadia,1
h,1
yashaiya,1
scientific,1
civil,7
servants,10
navigating,3
networks,8
development,11
perches,1
mena,1
frontiers,1
guaranteed,1
programs,4
aversion,2
modes,5
revisited,1
assessing,8
prevalence,1
promises,2
limitations,3
literature,9
theories,1
theorizing,1
systematic_review,12
nature,5
nurture,2
agency,12
life,4
cycles,2
function,1
institutional,17
legacy,3
environment,3
hardwiring,1
83,2
building,6
knowledge,8
power,11
street,11
level,11
discretion,7
personal,3
motives,1
embeddedness,2
within,4
ecosystems,2
toward,2
local,33
provision,5
implications,9
studying,2
determinants,9
production,2
choice,6
attraction,1
job,19
conjoint_experiment,2
search,3
performance,49
budgeting,5
cyber,1
insecurity,2
causes,4
recommendations,5
improvement,3
reputational,5
threats,1
influence,13
rigidity,1
agencies,8
dynamic,2
panel_data,4
approach,21
telework,3
public_organizations,13
research_agenda,6
information_use,1
decision,4
making,12
research,20
synthesis,2
facing,2
capital,5
recruitment,4
selection,2
time,9
bureaucracies,3
explaining,14
variation,2
structural,6
duration,1
governments,13
digital,19
wartime,1
ukraine,3
give,1
take,3
match,1
styles,2
reciprocity,2
job_satisfaction,1
work,23
motivation,8
temporal,3
longitudinal,6
designs,1
editor,5
commencement,1
heritage,1
destiny,1
2023,13
329,1
pages,7
59,1
95,3
paperback,5
edition,3
160,1
00,12
hardback,5
53,1
05,1
ebook,1
isbn,22
9781032055428,1
dwight,1
waldo,1
administrative,11
theorist,1
times,9
richard,2
stillman,1
ii,2
reducing,2
documentation,1
burdens,5
impacts_equity,1
small,2
relief,2
funding,5
self,4
efficacy,1
prosocial_impact,2
legitimacy,2
psychological,2
predictors,4
judicial,1
officer,1
broke,1
fix,2
collaborative,14
becomes,1
excess,1
overburdening,1
advanced,3
democracies,3
joint,1
purchasing,1
agreements,3
free,2
ride,1
revisiting,2
academic,2
practitioner,2
divide,4
computational,1
science,3
corpus,1
linguistics,1
managing,8
shame,2
investigating,4
effects,25
identity,5
threat,3
exemplification,1
managers,7
frontlines,1
climate_change,16
ready,3
leading,4
digital_transformation,2
narrative,3
growth,7
aspirations,1
effect,21
ideological,2
extremism,1
everyday,4
inequality,5
representative_bureaucracy,5
family,2
planning,6
tanzania,1
bureaucrat,3
entrepreneur,1
networker,1
developing,9
validating,1
measurement,3
scales,1
civil_servants,3
role_perceptions,2
micro,1
foundations,3
findings,5
systematic_literature_review,7
feminine,1
juvenile,1
justice,13
outcomes,12
florida,1
experience,6
inequity,1
supplemental,1
nutrition,1
assistance,4
program,8
snap,2
design,15
biases,3
evaluation,5
reports,3
international_organizations,2
odd,1
woman,1
congruity,1
analysis,36
gender,14
stereotyping,1
dominant,1
professions,1
analyzing,3
disadvantaged,3
businesses,1
and_equity,1
tradeoffs,2
citizen,11
experiment,5
insourcing,1
public_services,4
consequences,7
wages,2
impact,25
terrorism,1
july,1
22,1
2011,1
attack,1
norway,2
incentives,4
effort,2
private,13
imprinting,1
contested,1
practices,9
directors,1
temporary,1
dutch,4
fancy,1
seeing,1
uncovering,1
individual,10
repeated,1
cross,3
sectional,1
surveys,2
contact,2
control,9
engagement,12
among,19
women,7
color,1
heads,1
benefits,6
reputation,5
gains,1
creativity,2
capacity,3
natural,2
born,1
violence,2
level_bureaucrats,4
use,11
police,5
officers,6
protests,1
stress,6
associated,2
experiences,6
administrative_burden,2
clients,4
multilevel,4
study,27
danish,3
unemployment,4
return,2
investment,9
resiliency,2
preparedness,2
urban,3
digital_technologies,1
economic,14
recovery,3
city,12
attractiveness,3
experimental,10
symbolic_representation,1
uk_police,1
disasters,3
vulnerability,3
federal,7
subsidiarity,2
acquisition,1
next,4
disaster,5
overcoming,2
federalism,1
utilization,2
strategic,10
national,21
stockpile,1
results,2
colombia,5
special,5
districts,2
complements,1
substitutes,1
coping,1
spatial,3
dimension,1
authority,3
searching,1
inclusive,5
artificial_intelligence,8
good,5
participatory,3
ai,7
benign,1
ambidextrous,1
innovative,4
behavior,10
mediating,6
ownership,2
governor,1
affiliation,1
stringent,1
top,1
future,11
directions,4
total,1
reward,1
retention,2
county,1
chief,1
applying,2
push,2
pull,1
theory,6
race,3
problematizing,1
confronting,1
uncertainty,5
change,20
challengers,1
champions,1
cognitive,3
charles,1
goodsell,1
weaver,1
tapestry,1
teaching,1
finance,6
practical,1
guide,4
meagan,1
jordan,1
ed,8
sergio,1
fernandez,1
transformation,5
south,4
africa,6
palgrave,1
macmillan,1
2020,4
rethinking,5
piloting,1
insights,14
indian,3
agriculture,5
sreeja,1
nair,1
united_kingdom,3
virtual,3
communication,2
remote,1
transformational_leadership,1
inclusion,4
exclusion,2
leaders,3
avoiding,3
promoting,7
societal,2
collapse,1
integrating,7
emergency_management,1
jail,1
prison,2
limited,1
reference,1
groups,5
symbolic,2
representation,6
willingness,1
coproduce,2
beyond,18
hollowing,1
external,4
consultants,3
hidden,2
tier,2
frontline,6
workers,10
informal,3
sectors,4
einat,1
lavee,1
cops,1
teachers,2
counselors,1
stories,1
front,3
lines,3
2nd,1
expanded,1
maynard,1
moody,1
michael,1
musheno,1
sum,1
racism,1
costs,4
everyone,1
prosper,1
together,2
heather,1
mcghee,1
one,2
random,1
house,1
social_equity,1
talking,1
makes,2
employees,15
leave,2
meta,1
turnover_intention,2
black,1
brown,1
political_control,2
revenue,1
motivated,3
policing,5
alter,1
receives,1
traffic,1
citations,1
driver,1
indiana,1
like,1
thought,1
bureaucrats,5
confirm,1
professional,6
judgment,1
accessibility,1
source,6
routines,1
intentional,1
tactics,1
renew,1
relationships,5
nonprofits,2
serving,1
historically,1
marginalized,1
communities,3
evaluating,4
different,10
linkages,1
forum,2
outcome,3
interdependencies,1
polycentric,2
dividends,1
collaborating,1
highly,2
reputable,1
interagency_collaboration,1
fda,1
domestic,5
partner,1
liberté,1
égalité,1
crédibilité,1
responses,9
covid-19,36
eight,1
new_public_management,3
lower,2
prepared,1
politicians,3
proclivity,1
adaptive_capacity,1
digitally-induced,1
healthcare,7
dance,2
working,4
9,2
5,3
cross-national,1
worker,2
stereotypes,1
performance_feedback,1
blame_avoidance,2
data_manipulation,1
official,1
air,3
quality,5
ranking,1
inside,2
looking,1
towards,15
ecosystem,2
third_sector,1
organizational_performance,2
examining,12
municipalities,3
choices,3
lens,3
historical_institutionalism,1
boundary,4
spanning,2
contractual_fairness,1
public_infrastructure_projects,1
appearing,1
lazy,1
inefficient,1
slow,1
stereotype,3
turn,3
street-level,7
settings,3
matters,8
even,1
scaling,2
deep,1
transformative,3
learning,16
labs,1
vancouver,1
auckland,1
set,1
transitioning,2
mode,2
unlocking,2
process,8
combining,2
mechanisms,4
divergence,3
convergence,1
facilitating,1
inter-municipal_collaboration,2
mandated,2
platform,2
regional,16
environmental_protection,1
inter-departmental,1
ties,4
impetus,1
voicing,1
ideas,7
triggers,2
public-private,3
partnership,2
ppp,3
renegotiations,1
people,7
government_service,1
anxiety,1
street-level_bureaucrats,3
affect,12
drive,1
smart,3
bibliometric,2
interpretive,2
literature_review,1
buy,1
love,1
grant,1
spending,4
approval,1
identity_theory,1
empirical,11
conceptualization,2
line,2
enablement,2
performance_management,3
productivity,1
paradox,2
deliberate,1
era,4
entrepreneurship,4
turbulent,2
fraught,1
tension,1
machine-learning,1
termination,2
traits,2
corporations,1
english,5
german,4
public_school_efficiency,1
co-production,11
spreading,1
engaging,6
german_police,1
twitter,2
bird,2
hand,3
empirically,1
grounded,1
archetypes,1
orchestration,1
organizational_formalization,1
goal,3
orientation,1
public_service_delivery,1
resource,5
dependence,1
survival,2
government-created,1
enterprises,4
less,5
behavioural,3
capabilities,2
street_level_bureaucrats,1
ability,1
deliver,1
collaborators,1
supplementers,1
purchasers,1
privatizers,1
profiling,2
care,18
forms,1
finnish,1
cluster_analysis,1
right,6
public_managers,2
perceived,10
autonomy,7
upwards,1
sidewards,1
outwards,1
downwards,1
memoriam,1
gyorgy,1
jenei,1
irvine,1
lapsley,1
collaborative_innovation,1
local_economic_development-by-project,1
differencing,1
qualitative_comparative_analysis,2
qca,1
market,14
maturity,1
talent_management,1
institutional_logics,1
paradoxical,1
tensions,4
hr,2
actor,2
hrm,2
integration,17
tests,2
necessity,1
sufficiency,1
collaborations,1
hospital_executives,1
urbanized,1
region,4
arising,1
amalgamation,1
merely,1
economies_of_scale,1
socio-technical,1
construction,3
autonomous,2
vehicle,1
futures,1
interlocal,4
migrant_workers,1
the_covid-19_pandemic,7
guangdong,1
importance,2
versus,3
stakeholder,4
involvement,4
perception,4
algorithms,1
representative-represented,1
matrix,1
minority,4
relevance,1
governmental,4
characteristics,5
address,3
wicked_problems,1
user-orientation,1
value,7
thick_concept,1
preconditions,1
walking,1
tightrope,1
successful,2
interests,2
hybrid,2
state-owned,2
active_representation,1
identity_taxation,1
unintended,2
representative_labour,1
support,23
private_partnerships,2
survey,4
behaviour,3
non-managerial,1
matter,8
workplace,7
affects,4
absenteeism,1
governing,6
board,2
strategy,6
information_sharing,1
politics-administration,1
interface,1
government_crisis_messaging,1
media,4
citizen_online_engagement,1
compliance,4
policies,24
public_leadership,1
foster,2
peacebuilding,1
violently,1
divided,5
societies,1
salient,1
stimulators,1
inhibitors,1
qualitative,3
diary,2
two,4
logics,3
mapping,7
clashes,1
compromises,1
receiving,1
ict,1
delivered,1
message,1
field_experiment,2
unpacking,2
accountability,8
cube,1
depth,1
user_co-creation,1
moderating,3
factors,10
innovations,3
policy-oriented,1
homestay,1
accommodation,1
refugees,2
asylum_seekers,1
creating,1
bringing,2
productive,1
resistance,2
bonds,2
swedish,5
conceptual,2
workforce,1
homogeneity,1
blind,1
spots,1
advocacy,4
stewardship,1
quasi-markets,1
core-periphery,2
structure,1
imbalance,1
bayesian,1
interorganizational,1
public_health,6
professionalism,1
street-level_managers,1
enabling,1
conditions,5
public_reform,1
system,8
changing,2
contexts,3
public_trust,1
instrumental_variable,1
public_service_logic,2
creation,3
value_propositions,1
framing,5
measures,8
facilities,2
institutional_work,1
co-producing,1
field,9
experiments,3
public_management_research,1
enhanced,1
practice_collaboration,1
community-led,1
mutual,1
aid,3
complementary,3
supplementary,1
adversarial,1
influencing,3
adoption,5
e-government,2
validation,1
latin,1
responding,2
reforms,8
rule-bending,1
workarounds,2
the_police,2
force,1
fast,1
fashion,1
rapid,1
layering,2
fashions,1
gothenburg,1
willing,1
contribute,2
emergency_preparedness,1
energy,8
agents,3
value-in-use,1
comparative,7
mutuality,1
ai-enabled,1
new_public_service,1
complexities,1
digitization,1
socio-materiality,1
types,2
decisions,4
staff,3
reallocations,1
employee_attitudes,2
aims,1
the_european_commission,7
tripod,1
trust-based,1
sustainability,6
audits,2
moving,3
words,1
action,8
amalgamations,1
art,1
ways,1
forward,1
influences,3
lead,1
move,2
comparison,3
elderly,1
germany,13
israel,1
psm,3
relative,1
prosocial,1
linking,4
red_tape,1
originating,1
tools,3
affective_commitment,1
roles,7
role_ambiguity,1
work_engagement,2
social_services,1
blending,1
segregating,1
hybridization,1
publicness,1
acute,1
hospitals,3
agent,5
effectively,1
chatbots,1
entities,1
sharing,2
public-private_relationships,1
boundary_objects,1
contracts,2
re-stratification,1
adaptation,8
status,7
hierarchies,1
medicine,1
publicly,1
owned,1
bureaucracy,3
internalizing,1
colombian,1
ai-driven,1
privacy_paradox,1
really,1
privacy,1
institutional_pressures,1
increase,1
reactive_transparency,1
sustainability_transitions,1
directionality,1
locus,1
problem,2
innovation_policy,1
practice,7
fostering,2
employee_engagement,2
initiatives,3
organisations,1
patchwork,1
quilt,1
models,2
without,2
early,3
weberianism,1
since,3
1980s,1
policy-centred,1
inter-municipal_cooperation,1
public_officials,1
interpretation,1
conflicting,4
reprioritization,1
unbiased,1
decision-making,2
money,3
private_sectors,1
ability-job,1
fit,1
important,2
irish,2
civil_service,1
market_competition,1
regulatory_compliance,1
non-profit,3
for-profit,3
vulnerable,2
fragile,1
opportunity,1
constraint,2
improve,3
fiscal_monitoring_and_intervention,1
boundaries,1
data_professionals,1
qualitative_study,4
system-level_bureaucrats,1
myopia,1
ambiguity,1
post-employment,1
conflicts,1
interest,4
comparing_police,1
dialectical,1
inquiry,3
manager,3
innovation_adoption,1
crises,6
preventive,1
eldercare,2
relational,1
local_governance,1
mayors,1
processes,4
lifecycles,1
designing,4
contractual,1
acrobatics,1
configurational,2
specifications,1
payment,1
outcome-based,1
rules,9
keep,2
leaving,1
green_tape,1
within_police,1
units,2
inclusiveness,2
applause,1
public_service_ethos,1
delicate,1
balance,3
corporatization,1
stewardship_to_society,1
drives,4
perceived_legitimacy,1
lab,1
tackling,1
barriers,2
city_competitiveness,1
30-year,1
assessment,4
agenda,5
contribution,2
scotland,4
public_sector_creativity,1
interactive,1
reward_equity,1
panel,2
pakistan,1
responsibilization,1
value_conflicts,1
co-creation,3
favourites,1
emotional,7
display,1
satisficing,1
maximizing,1
laboratory_experiment,1
bargaining,2
adopting,1
philosophies,1
gurus,1
economies_of_worth,1
ethical_leadership,1
reduce,5
unethical_behaviour,1
travelling,1
along,1
road,4
reform,9
organizational_climate,1
user,2
co-regulation,1
grenoble,1
water,2
committee,4
opinion,2
megaprojects,2
four,5
minusma,1
intelligence,1
organization,2
visionary,1
professionals,2
team-based,1
enterprise,1
local_employment_services,2
unlikely,2
innovators,1
connective,1
capacities,5
diversity,3
actors,8
updating,1
public_accountability,1
conceptual_framework,1
voluntary,3
gaming,3
regulatory,9
monitoring,5
theoretical,5
applications,2
sense,4
welfare,17
digital_technology,1
simplify,1
tailor,1
network_governance,1
thematic_analysis,1
similarities,1
differences,2
entanglements,1
hybrid_professional_managers,1
expanding,2
thwarted,1
occupational,1
administrative_capacity,1
strategic_planning,1
workgroup,2
innovative_behaviours,1
servant_leadership,1
climates,1
durability,2
england,9
fuzzy-set,2
motivations,4
q,1
methodological,2
nanjing,1
leader,4
evaluations,3
open_innovation,1
across,14
local_authorities,2
partnerships,2
chances,1
fund,4
mobilizing,1
responsibility,7
sense_of_community_responsibility,1
soc-r,1
public_service_motivation,3
platforms,2
reshape,1
public_service_provision,1
post,4
digitalisation,2
organisational,2
home,4
possible-worlds,1
thinking,2
post-covid,1
vouchers,1
broaden,1
socioeconomic,1
medicaid,3
brooklyn,1
obliging,1
asserting,1
politics,28
insufficiency,1
ambivalence,1
agency_autonomy,1
patrons,1
made,1
framework,9
efforts,1
philanthropic,1
job-fit,1
high-performance,1
high-empowerment,1
moderators,1
organizational_commitment,1
differing,1
group-based_pay_for_performance,1
employee_satisfaction,1
fairness_of_performance_evaluations,1
short,1
long-term,4
delegation,2
coproduction,2
satisfaction,11
online_schooling,1
european_countries,4
international,7
user_and_community,1
co-delivery,1
prevention_activities,1
relevant,1
features,1
drivers,7
citizen_participation,2
participatory_budgeting,1
three,3
cities,3
informal_collaboration,1
from_police,1
jurisdictional,2
technological,1
outsourcing,3
automation,3
density,2
separating,1
homeless,2
outputs,2
lifecycle,1
policy_response,2
vulnerability-based,1
projects,2
multicase,1
integrative,1
of_legitimacy,3
identities,2
transformational-transactional_leadership,1
pro-organizational,1
make,3
difference,2
difficult,2
burden,1
tolerance,1
nationally,3
representative,1
sample,1
austerity,2
supplier,2
multi-level,2
receive,1
managerial,2
congruence,2
manager-employee,1
enforce,1
conservation,1
disappearance,1
public_provider,1
system_of_choice,1
auditor,1
auditee,1
boundary-spanning,1
multilevel_governance,1
interventions,2
probing,1
open_government_data,1
the_netherlands,3
real-world,2
priority,1
setting,6
primary_care,1
decentred,1
information_asymmetry,1
situations,1
correction,4
independence,2
credibility,1
primary,2
bond,1
markets,3
deceptive,1
architecture,1
behavioral,2
principles,4
based,12
europe,16
ruling,1
numbers,1
eurozone,1
vivien,1
schmidt,1
involving,1
regulation,22
experimentalist,1
cases,3
participatory_regulation,1
regulating,6
shapes,3
standards,1
rebecca,1
l,3
perlman,1
29,2
99,5
unofficial,1
intermediation,1
regulatory_governance,2
hazardous,1
chemicals,1
european_administrative_networks,1
internal_market,1
solvit,1
contributions,3
latin_america,2
timing,2
divided_government,1
legislative,2
recess,1
limits,3
economy,9
derivatives,1
properties,1
supranational,3
structures,2
diffusion,4
mifepristone,1
approvals,1
multidimensional,2
preference,1
technology,4
risk_regulation,1
beliefs,2
attitudes,5
cultures,1
breaking,2
iron_triangle,1
around,2
nuclear,2
france,4
japan,3
india,3
developmental,2
channels,1
incomplete,1
democratic,4
regulatory_agencies,1
related,5
voluntary_sustainability_standards,2
institutional_design,1
analytic,1
application,2
bureaucratic_resistance,1
justified,1
sustainability_assurance,1
global_value_chains,1
aquaculture,1
trusted,1
throughout,1
fashioning,1
competitive,1
common,2
drug,2
laws,4
history,6
toby,2
seddon,1
90,1
978,8
0,2
284652,1
brandeis,1
brussels,2
regulated,1
competition,5
automated,2
eye,1
view,3
law,7
establish,1
performing,2
central_bank_independence,1
communicative,1
financial_stability,2
sources,2
multistakeholder,1
icann,1
mitigating,2
microtargeting,2
zealand,1
contagion,1
imf,1
credit,3
emergency,6
exits,1
revolving,1
doors,1
distributive,1
electoral,5
advantage,1
2022,22
australian,4
election,2
affidavit,1
policy_instruments,2
security,5
policy_coordination,1
joined,1
up_government,1
subnational,4
levels,3
counteract,1
siloism,1
fragmentation,1
migration,5
space,7
formal_independence,1
eu,55
extracting,1
classifying,3
exceptional,1
multilingual,1
legal,2
texts,1
merits,1
approaches,8
political_trust,4
national_quality_framework,1
improving,3
alcohol,1
treatment,3
patterns,5
commenting,1
bureaucratic_policymaking,1
industrial_safety,1
mexico,4
oil,6
gas,6
industry,4
complementarity,1
co,3
evolution,5
private_governance,1
corporate,5
climate,21
disclosure,1
private_companies,1
shape,4
informality,2
transnational,4
grammar,1
2,2
jens,1
arnoltz,1
embedded,1
flexibility,2
labor,9
pressure,4
induced,1
dualization,1
posted,2
sweden,4
noncompliance,2
maintenance,1
ultra,1
religious_schools,1
revolving_door,2
departments,3
conceptualizing,1
measuring,2
punitiveness,1
concepts,2
bureaucratic_constraints,1
coding,1
machine,1
overlap,1
juxtaposition,1
in_police,1
wrongdoing,1
investigations,1
integrated,3
due_diligence,2
human_rights,2
environmental,6
twail,1
logic,1
regulatory_impact_assessment,1
evidential,1
reasoning,1
taming,1
real_estate,1
boom,1
pathways,2
macroprudential,1
stealth,1
legitimization,1
controversial,2
tool,2
statistical,1
french,2
hardening,1
corporate_accountability,1
commodity,1
supply_chains,2
deforestation,1
devil,2
detail,1
need,2
decolonizing,1
supply_chain,2
regulations,8
comment,1
mind,2
esg,1
capital_allocation,1
gap,7
index,1
providers,1
standard,1
green,7
indices,1
foreign_corporate_accountability,2
area,2
regulatory_capture,1
testing,3
claims,2
vioxx,1
traceability,1
mineral_supply_chains,1
substance,1
agency_slack,2
principal,3
international_financial_system,1
emerging,6
cbdc,1
intermediaries,1
translate,1
istanbul_convention,1
private_regulatory_governance,1
shaping,2
subjectivities,1
limiting,1
possibilities,2
gold_supply_chain,1
legalism,2
adversarialism,1
opportunistic,1
legislation,2
grabbing,1
greening,3
agencification,1
global_south,2
mandatory,2
litigation,2
bridging,2
regulatory_discretion,1
text,3
120,1
british,4
celebrity,1
factor,1
capture,1
affairs,1
concerns,1
portrayal,1
codes,1
conduct,1
labor_conditions,1
trustworthy,1
ai_act,1
conflation,1
trustworthiness,1
acceptability,2
emotions,2
port,1
make-or-buy,1
output,2
achieving,1
flood,3
protection,14
solo,1
pas,1
deux,1
economic_development,1
rural_areas,1
industrial,3
parks,1
yangtze,1
river,1
delta,1
tourism,1
nonparametric,2
matching,1
engage,2
mortality,1
racial,4
generally_accepted_performance_principles,1
gapp,1
performance-based,1
cross-provincial,1
mobility,6
target,8
previous,1
achievement,4
allocation,1
washington_state,1
cross-level,1
employee,7
identification,1
enforcement,1
quasi-experimental,1
explain,1
indebtedness,1
correlates,1
fear,1
extreme,2
chinese,5
customs,1
expectation,1
confirmation,1
acceptance,3
renewal,1
stakeholders,2
toll,2
adaptability,1
arrangements,2
hierarchy,1
provided,1
poor,3
anything,1
tumultuous,1
events,1
demand,3
behaviors,2
financial,7
resource-based,1
member,2
exchange,2
relates,1
subjective,3
well-being,2
grassroots,1
officials,4
burnout,3
encounter,1
analytical,2
intrinsic,1
post-communist,1
normative,2
values,3
promote,1
felt,1
responsible,3
red,3
tape,3
echelon,1
necessary,2
females,1
forging,1
south_korea,2
pressures,2
demands,2
interagency,1
seoul,1
metropolitan,1
accrual-based,1
accounting,1
higher,3
challenging,1
effectiveness-centric,1
permanent,1
senior,1
enable,1
face,2
instability,1
israeli,1
debt,2
financing,2
shadow,2
storms,1
disrupted,1
destructed,1
tax,6
expenditure,1
tels,1
constraining,1
budgets,4
meta-analysis,2
waste,1
non-teleworkers,1
impacts,10
coworkers,1
occupation,1
corporation,1
rule,1
bending,1
chiefs,1
coercion-discretion,1
enforcing,1
executive,4
orders,1
teleworking,2
quasi-natural,1
pilot,4
commercialized,1
likely,2
offer,1
arts,1
subsector,1
seeding,1
intermediary,1
liability,1
obtaining,1
giving,1
contractors,1
scandinavian,1
success,3
cooperative,3
procurement,2
grading,1
teacher,3
appraisal,3
student,1
test,3
scores,1
director,1
entrepreneurial,1
stimulus-oriented,1
granting,1
infrastructure,3
project,2
cutback,1
declining,1
discrimination,3
high-performing,1
schools,2
discriminate,1
potential,4
attention,1
capability,1
prefecture-level,1
csr,1
instruments,3
recipients,2
housing,3
military,3
personnel,3
activities,1
reopening,1
vacuum,1
several,1
mitigate,1
strain,1
commitment,3
policymaking,7
preemptive,1
loves,1
lockdowns,1
personality,2
containment,1
individuals,2
immune,1
calibrating,1
group,4
preparation,1
praxis,2
behind,3
vaccine,2
hesitancy,1
altruism,1
distrust,1
misfits,1
typology,3
learnt,1
diagnosing,1
collective_learning,1
cognitive_biases,1
gramscian,1
rule_of_law,1
scientific_experts,1
climate_policy,13
traveller,1
powering,1
puzzling,1
dimensions,4
united,2
stood,1
transform,1
coalition,2
trade,14
parties,5
interest_groups,4
core,1
taking,1
multidimensionality,2
audience,1
multiplicity,1
subunits,1
seriously,1
policy-taking,1
anti-covid,1
got,1
wanted,1
agenda_setting,1
costly,1
quo,4
bias,3
explanations,1
unequal,4
responsiveness,7
respond,1
comparative_study,2
parliamentary,3
questions,1
multiple,4
heterogenous,1
business_preferences,1
data_governance,1
falling,1
geographies,2
right-wing_populism,1
geography,2
discontent,1
left-behind_places,1
political_discontent,2
inequalities,3
italian,4
payback,1
causal,3
great,3
recession,1
paying,1
piper,1
green_transition,1
unfairness,1
declines,1
carbon-polluting,1
industrial_sectors,1
euroscepticism,2
winners,1
losers,1
globalization,1
manufacturing,1
composition,1
dis,1
content,1
borders,1
regional_heterogeneities,1
technocratic,1
solidarity,6
covid-19_pandemic,4
syndrome,1
stagnation,1
locality,1
safe,2
place-based_resentment,1
dissatisfaction,1
spatial_segregation,1
natives,1
migrants,1
erode,1
go,1
repetition,1
precedent,1
brexit,13
nationalist,2
rhetoric,1
outside,3
bread,1
roses,1
unions,3
female,2
expansion,1
work-family,2
courts,2
buoys,1
migrant,1
rights,3
anti-immigrant,1
judicial_independence,2
asylum,3
recognition,2
rates,1
depoliticised,1
regulators,1
politicisation,9
rationing,1
drugs,1
quest,1
stabilization,2
liberties,1
freedom,2
internet,1
european_parliament,6
1999,1
2014,1
immigration,7
whose,1
affected,1
cost,1
cues,2
varying,1
court-curbing,1
hungary,2
poland,5
expert_groups,1
citation_analysis,1
mass,1
electoral_punishment,1
self-reliance,1
mainstream,3
party,10
ideology,2
european_integration,1
core_state_powers,1
commissioner,1
vs,5
judges,1
judging,1
responsibilities,1
court,1
bundesverfassungsgericht,1
eu_economic_governance,2
reconfigurations,1
indirect,1
green_central_banking,2
movements,1
europeanisation,3
play,5
moral_hazard,1
card,1
neither,1
responsive,1
understandings,2
political_actors,1
socio-economic_governance,1
ecb,2
inflation,4
monsters,1
imperative,1
1998,1
cultural_liberalism,1
eastern,3
western_europe,3
antidote,1
divisions,1
east-west,1
north-south,1
compared,1
slide,1
please,2
visualization,1
briefings,1
end,3
negative,2
60,1
free_movement,2
1961,1
cares,1
public_attitudes,1
needs,1
generations,1
first,3
year,1
67,1
opposition,4
promotion,2
