Word,Count
reciprocity,2
migration_policy,2
synthesis,2
priorities,2
project,2
performing,2
still,2
financial_stability,2
dynamic,2
sources,2
pollutant,2
goods,2
mitigating,2
microtargeting,2
fight,2
procurement,2
insecurity,2
election,2
bangladesh,2
conjoint_experiment,2
production,2
studying,2
monetary_policy,2
toward,2
automated,2
brussels,2
styles,2
facing,2
beliefs,2
breaking,2
practically,2
around,2
nuclear,2
speaking,2
developmental,2
variation,2
voluntary_sustainability_standards,2
application,2
note,2
recipients,2
starting,2
variations,2
privatization,2
common,2
drug,2
selection,2
toby,2
schools,2
0,2
ideational,2
partisan,2
unpacking,2
social_capital,2
mode,2
transitioning,2
board,2
policy_recommendations,2
2017,2
1980,2
social_media,2
language,2
ghana,2
malawi,2
conditionality,2
scaling,2
tier,2
foster,2
settings,2
unlocking,2
ownership,2
blame_avoidance,2
hidden,2
interests,2
hybrid,2
talk,2
state-owned,2
taxation,2
platform,2
unintended,2
mandated,2
criminal,2
italy,2
private_partnerships,2
inter-municipal_collaboration,2
85,2
coproduce,2
combining,2
exhaustion,2
exploratory,2
diary,2
policy_advice,2
ecosystem,2
experienced,2
bringing,2
decentralised,2
resistance,2
social_impact,2
bonds,2
utilization,2
conceptual,2
regions,2
inside,2
national_health_service,2
overcoming,2
negotiations,2
link,2
basic,2
organizational_performance,2
refugees,2
ethnic,2
underrepresented,2
teachers,2
real,2
fully,2
assessments,2
field_experiment,2
book,2
subject,2
evaluate,2
cannabis,2
districts,2
results,2
spanning,2
global_governance,2
successful,2
symbolic,2
radical,2
severe,2
palier,2
traits,2
norwegian,2
termination,2
public_managers,2
account,2
universal,2
jepp,2
discourse,2
active,2
turbulent,2
nexus,2
meeting,2
paper,2
exclusion,2
communication,2
discursive,2
coverage,2
twitter,2
intersectionality,2
survival,2
garritzmann,2
consensus,2
capabilities,2
bird,2
campaigns,2
health_care,2
redistribution,2
häusermann,2
peter,2
cash,2
follow,2
profiling,2
qualitative_comparative_analysis,2
paradox,2
de-europeanisation,2
denmark,2
clean,2
britain,2
prison,2
direction,2
importance,2
partnership,2
expert,2
push,2
adaptation_policy,2
applying,2
triggers,2
donor,2
retention,2
sectoral,2
2018,2
editorial,2
autonomous,2
city-level,2
decarbonisation,2
enablement,2
line,2
conceptualization,2
scheme,2
gruyter,2
hr,2
actor,2
income_inequality,2
tests,2
gender_gap,2
interpretive,2
continuity,2
bibliometric,2
societal,2
core-periphery,2
conservative,2
layering,2
return,2
e-government,2
associated,2
returns,2
administrative_burden,2
contact,2
makes,2
jr,2
tracing,2
employers,2
together,2
resiliency,2
employee_attitudes,2
work-life,2
attribution,2
surveys,2
screening,2
family-friendly,2
changes,2
tank,2
eu_commission,2
preparedness,2
lower,2
1948,2
responding,2
revealing,2
decade,2
higher_education,2
creativity,2
singapore,2
struggle,2
one,2
contribute,2
covid-19_crisis,2
nonprofits,2
natural,2
forum,2
polity,2
disruption,2
epistemic_authority,2
polycentric,2
types,2
positive,2
the_police,2
hands,2
workarounds,2
highly,2
violence,2
promise,2
75,2
brazil,2
competence,2
think,2
steve,2
central_banks,2
move,2
choosing,2
public_service_logic,2
reacting,2
mixed,2
worker,2
abuse,2
positions,2
changing,2
dance,2
backlash,2
many,2
9,2
turnover_intention,2
facilities,2
political_control,2
industrial_policy,2
defense,2
leave,2
g,2
rise,2
subsidiarity,2
analytics,2
dialectic,1
origins,1
deck,1
separate,1
short-lived,1
meaning-making,1
administrative_traditions,1
congruence,1
carbon-intensive,1
reverse,1
fueling,1
vests,1
scoping_review,1
reality,1
web,1
frontrunner,1
supporting,1
spinning,1
yellow,1
covid-19_pandemic,1
coordinating,1
lifeboats,1
wildfire,1
ministerial,1
re-examining,1
domestic-level,1
dressing,1
eu_ets,1
mix,1
methane,1
bulgaria,1
memorable,1
leakage,1
policy-makers,1
content_analysis,1
pursuit,1
carbon_tax,1
mid-century,1
game,1
obligations,1
low-fidelity,1
certainty,1
climate_shaming,1
conversation,1
cge,1
56,1
ivoire,1
deepening,1
engineering,1
temperature,1
within-design,1
cakeism,1
discrete,1
conventional,1
cars,1
inflation_reduction_act,1
network-centred,1
getting,1
côte,1
mediterranean,1
middle,1
neutrality,1
retraction,1
tendency,1
sovereignty,1
repatriating,1
lock-in,1
european_green_deal,1
choice_experiment,1
fatalism,1
establishes,1
climate-related_risks,1
climate-resilient_agriculture,1
terrorist,1
anti-fossil,1
just_energy_transition,1
obstructing,1
non-technical,1
devils,1
favor,1
euro,1
resident,1
recovered,1
settlement,1
suffering,1
pluri-institutional,1
dispute,1
investor-state,1
protest,1
extraction,1
mobilization,1
sequencing,1
european_central_bank,1
wage-setting,1
determining,1
criteria,1
weak,1
norms,1
financial_services,1
republic,1
paradoxes,1
just_transitions,1
misperceptions,1
arena,1
frustrating,1
ministries,1
valuation,1
aligning,1
phase_out,1
investor,1
sub-state,1
brokers,1
warming,1
angels,1
listed,1
producers,1
compact,1
canadian,1
vignette_experiment,1
boundary-crossing,1
specialization,1
respective,1
special-interest,1
mere,1
generation,1
methane_regulations,1
mainstreaming,1
joint_bodies,1
affecting,1
crisis-driven,1
controversies,1
diaspora,1
call,1
stronger,1
sub-national,1
paradigm_change,1
light,1
clarification,1
big,1
mixes,1
soft,1
multinationals,1
an_equity-based,1
enlightenment,1
one-off,1
low-carbon_urban_experiments,1
food_security,1
neofunctionalism,1
eu_referendums,1
glasgow,1
british_columbia,1
corporate_carbon_intensity,1
economic_crisis,1
turning,1
inter-crisis,1
operationalizing,1
frequently,1
intra-crisis,1
homeowner,1
underbelly,1
mission,1
transformations,1
neo-corporatism,1
consentification,1
swiss,1
polycrisis,1
domestic_effects,1
emissions_reduction,1
lakes,1
health_policy,1
aftermath,1
tying,1
innovate,1
robin,1
optimal_carbon_taxation,1
polarized,1
nascent,1
alignment,1
island,1
sea,1
subsystems,1
exemplified,1
failure,1
career,1
anchors,1
instrument,1
land-based,1
image,1
past,1
rescue,1
neighbors,1
electricity,1
smallholder,1
venues,1
stem,1
focusing,1
mediation,1
moderated,1
categorization,1
parliament,1
right-wing,1
jd-r,1
two-wave,1
26,1
change-oriented,1
health-impairment,1
unbalanced,1
salary,1
dilemmas,1
finding,1
favoritism,1
carbon_removal_obligation,1
solution,1
proposed,1
budget,1
emotionally,1
remaining,1
adopt,1
intelligent,1
universities,1
climbing,1
residential,1
pause,1
panic,1
proximity,1
agenda-setting,1
incident,1
procedural,1
100,1
angeles,1
distinguishing,1
los,1
geographic,1
expectations,1
yovino,1
v,1
rizo,1
land,1
datacentres,1
equal_pay_act,1
affective,1
distributed,1
elites,1
interacts,1
symposium,1
intersectoral,1
battling,1
enhance,1
federalising,1
antecedents,1
points,1
welcome,1
nepal,1
sexual,1
clarity,1
blurred,1
office,1
locations,1
propositions,1
hrm,1
detached,1
narrator,1
tradition,1
networkers,1
constitutional,1
advocates,1
talent,1
empaths,1
chile,1
reappraising,1
ideals,1
win,1
intent,1
renaissance,1
advancement,1
e-road,1
transactional,1
harms,1
amid,1
rewards,1
following,1
instrumental,1
belonging,1
verbal,1
conducting,1
views,1
consultations,1
leader-employee,1
consequence,1
bullying,1
offices,1
whistleblowing,1
photographic,1
enough,1
army,1
seekers,1
chain,1
compassion,1
unionization,1
fatigue,1
emotion,1
putting,1
expectation-disconfirmation,1
expected,1
ias,1
high,1
humanity,1
humanist,1
climate_politics,1
schemes,1
shifting,1
wake,1
ecuador,1
2015,1
shocks,1
quiet,1
believes,1
cabinet,1
thank,1
1995,1
hood,1
negotiation,1
mobilising,1
cbam,1
resist,1
eu_integration,1
domain_of_application_approach,1
communications,1
lost,1
spitzenkandidaten,1
health_care_spending,1
shielding,1
excellence-centers,1
sides,1
calibrations,1
coin,1
policy_settings,1
party_positions,1
vaas,1
contending,1
manifesto,1
interservice_consultations,1
speaker-topic,1
council,1
allies,1
media_actors,1
causality,1
south_asia,1
insiderness,1
regionally-differentiated,1
perceive,1
co-benefits,1
55,1
stage,1
feedback,1
correlations,1
democracy-climate,1
intensity,1
topic,1
threshold,1
multilateral,1
developing_country_parties,1
misinformation,1
hominem,1
could,1
ad,1
intensive,1
brazilian,1
interaction,1
austria,1
mechanism,1
adjustment,1
deficit,1
holding,1
transgovernmental_networks,1
guatemala,1
developments,1
latest,1
carbon_border_adjustment_mechanism,1
multiple_streams_framework,1
keeper,1
livestock,1
tracking,1
green-technology,1
deferred,1
resonates,1
possible,1
jair,1
contributing,1
advice,1
heart,1
adversity,1
faces,1
bolsonaro,1
landscape,1
scholarship,1
argentina,1
foes,1
bystander,1
modelling,1
re-conceptualizing,1
veteran,1
candidate,1
intrusiveness,1
ladder,1
stakeholder-based,1
bottom-up,1
become,1
motivates,1
mindfulness,1
opening,1
floors,1
semantic,1
occupy,1
progress,1
2007,1
inventory,1
catalyst,1
polity-based,1
variability,1
compensating,1
emigration,1
pastoral_regions,1
subsidized,1
eastern_europe,1
acts,1
anchoring,1
phase-out,1
fossil,1
investors,1
divest,1
sensitive,1
eu_freedom_of_movement,1
junctures,1
material,1
climate_policy-making,1
corona,1
plan,1
geopolitics,1
2009,1
dismantling,1
process-oriented,1
interest_organisations,1
katherine,1
shs,1
retracted,1
disengaged,1
predictability,1
working_conditions,1
selected,1
side,1
choice_of_primary_care_provider,1
welfare_euroscepticism,1
focus,1
discussions,1
justification,1
level_governance,1
pillar,1
shaped,1
flagship,1
gaps,1
patients,1
clegg,1
niccolo,1
durazzi,1
meant,1
multi,1
announcements,1
abingdon,1
skill,1
9780367480417,1
gamble,1
shanti,1
gamper,1
rabindran,1
529,1
41,1
worried,1
refugee,1
rising,1
pathway,1
baccalaureate,1
associate,1
degree,1
charitable,1
fundraising,1
billings,1
intermediate,1
centre,1
choose,1
negotiating,1
80220,1
125,1
3,1
social_licence,1
welfare_chauvinism,1
digitally,1
intervention,1
parents,1
experiential,1
periphery,1
wonderful,1
counterfactual,1
excluded,1
excluding,1
exempted,1
insecure,1
feeling,1
dialogue,1
rollout,1
scottish,1
partisan_politics,1
sassen,1
juncture,1
historical,1
legacies,1
collier,1
munck,1
rowman,1
little,1
inc,1
crossroads,1
cohesion_policy,1
companion,1
western,1
pension_privatisation,1
natalia,1
ribas,1
mateos,1
saskia,1
appam,1
35,1
elected_politicians,1
210,1
hiring,1
hannele,1
väyrynen,1
nina,1
helander,1
welfare_conditionality,1
harri,1
jalonen,1
sanctioning,1
supply,1
104,1
170,1
9781032137414,1
body,1
worn,1
cameras,1
and_police,1
actions,1
unrealized,1
9780593239919,1
harvard,1
familism,1
adverse,1
incarceration,1
divides,1
educational,1
postpartum,1
contraceptives,1
thin,1
seeking,1
sanctuary,1
modern,1
undocumented,1
optional,1
functional,1
matthew,1
desmond,1
crown,1
304,1
landmark,1
cigarette,1
pre,1
pregnancy,1
patrick,1
governmental_cash_transfers,1
walton,1
william,1
feeds,1
abel,1
9780192866257,1
kahn,1
emmenegger,1
tom,1
prenatal,1
bonoli,1
parr,1
classroom,1
cathy,1
davidson,1
christina,1
giuliano,1
katopodis,1
andrew,1
philosophy,1
social_contract,1
collecting,1
celeste,1
1447352617,1
murphy,1
greene,1
articles,1
concluding,1
24,1
wistow,1
remarks,1
jonathan,1
presidential,1
reflections,1
modeling,1
centered,1
lived,1
considerations,1
embedding,1
led,1
living,1
malpractice,1
cct,1
adaptations,1
knows,1
securing,1
obligatory,1
relate,1
pkh,1
civic,1
desjardins,1
indonesian,1
desires,1
susan,1
wiksten,1
provisioning,1
activation,1
2010,1
standing,1
unhappy,1
21,1
alternatives,1
behaviours,1
alienation,1
expansions,1
platform_economy,1
whatever,1
adulthood,1
amazon,1
organisation,1
sarrah,1
kassem,1
chronic_conditions,1
childhood,1
connection,1
9781529226546,1
organised_labour,1
pension,1
social_protection_systems,1
slovakia,1
czechia,1
kate,1
anderson,1
agility,1
reception,1
wrocław,1
abdelrahman,1
sonja,1
blum,1
alison,1
koslowski,1
ramesh,1
empowering,1
islamic,1
1447361237,1
elzahi,1
carers,1
saaid,1
ali,1
switzerland,1
9783031009259,1
clare,1
bambra,1
smith,1
julia,1
azad,1
dobrotić,1
ivana,1
parenting,1
african,1
adult,1
welfare_regime,1
botswana,1
mobile,1
immigrant_social_rights,1
carer,1
policy_contingencies,1
retractions,1
show,1
trying,1
punishments,1
welsh,1
predict,1
conditionalities,1
carer_tasks,1
bali,1
happened,1
abandonment,1
players,1
redistribute,1
9780367689599,1
ask,1
pliers,1
investigation,1
commissions,1
wing,1
greve,1
majoritarian,1
unlicensed,1
105,1
care_homes,1
trap,1
bent,1
exist,1
policy_functions,1
reflected,1
distribution,1
device,1
berlin,1
2024,1
savings,1
continuation,1
redefine,1
means,1
digital_government,1
hollow,1
essence,1
lesotho,1
level_bureaucracy,1
curtailment,1
designed,1
30,1
participatory_methods,1
reshaping,1
guido,1
giarelli,1
mike,1
political_representation,1
9783110721249,1
saks,1
financial_support_for_parents,1
order,1
consolidations,1
64,1
electoral_violence,1
lgtbq,1
inhospitable,1
julian,1
individualised,1
silja,1
participant,1
bruno,1
9780197601457,1
cheap,1
assessed,1
probably,1
mental_health,1
robots,1
stealing,1
k,1
maronitis,1
pencheva,1
hart,1
bloomsbury,1
nakuru,1
kenya,1
natural_disaster,1
odds,1
path,1
shift,1
via,1
association,1
couples,1
youth,1
sequential,1
unpaid_care_work,1
delineation,1
somalia,1
regionalism,1
union,1
mark,1
simpson,1
feedback_effects,1
payouts,1
patient,1
article,1
coal,1
peru,1
natural_language_processing,1
foreign_climate_policy,1
sustainable_finance,1
quantifying,1
stranded_assets,1
bilateral,1
stranded_asset_risk,1
guidance,1
graph,1
sustainable,1
policy-relevant,1
semi-automated,1
lending,1
s_bank_of_china,1
polluting,1
abroad,1
differential,1
peatlands,1
prospects,1
saudi,1
finland,1
circular,1
significant,1
usual,1
belief,1
abortion,1
forest,1
russia,1
learned,1
polarization,1
environmental_identity,1
behavioral,1
post-2030,1
thailand,1
nudging,1
urbanization,1
moderated-mediation,1
sponge_city,1
salience,1
sun,1
44,1
368,1
guy,1
added,1
patrik,1
arwin,1
buuren,1
provinces,1
jenny,1
lewis,1
aging,1
peters,1
off-grid,1
population,1
imprint,1
gateway,1
registration,1
lenses,1
experiencing,1
27,1
162pp,1
star,1
get,1
head,1
blueprint,1
lynch,1
programme,1
shareholders,1
wasted,1
ambitions,1
plants,1
marier,1
private_investment,1
